price,beds_baths_area,address
"105,000","121,123 sqft","Central Park Residence Tower, Central Park Towers, DIFC"
"43,995",12970 sqft,"Abdul Wahed Bin Shabib Building, Arjan"
"45,999",12955 sqft,"Iris Amber, Culture Village"
"95,000","231,200 sqft",Dubai Marina
"65,000","231,500 sqft","Al Karama Building, Al Karama"
"30,000",11474 sqft,"Morocco Cluster, International City"
"50,000",12873 sqft,"Al Warqaa 1, Al Warqaa"
"68,000","231,400 sqft","Al Raffa, Bur Dubai"
"55,000","121,000 sqft","Jumeirah Garden City, Al Satwa"
"60,000","241,320 sqft",Al Mamzar
"100,000","342,000 sqft",Sheikh Zayed Road
"34,999",12950 sqft,"Al Warqaa 1, Al Warqaa"
"20,000",11484 sqft,"N-10, Persia Cluster, International City"
"115,000","221,317 sqft","Murjan 1, Murjan, Jumeirah Beach Residence (JBR)"
"32,000",01401 sqft,"Al Thamam 53, Al Thamam, Remraam"
"64,995","221,251 sqft","Al Moosawi Oriental, Barsha Heights (Tecom)"
"129,999","231,100 sqft","Paramount Hotel & Residences, Business Bay"
"87,000","231,400 sqft","Majestic Tower, Business Bay"
"60,000",12850 sqft,"Al Barsha 1, Al Barsha"
"120,000","231,412 sqft","Amwaj 4, Amwaj, Jumeirah Beach Residence (JBR)"
"57,999",12801 sqft,"National Bonds Plaza, Barsha Heights (Tecom)"
"130,000","231,358 sqft","Paramount Hotel & Residences, Business Bay"
"32,995",11850 sqft,"Warsan 4, Al Warsan"
"130,000","342,220 sqft",Barsha Heights (Tecom)
"32,000",01432 sqft,"O2 Tower, JVC District 14, Jumeirah Village Circle (JVC)"
"85,000","331,860 sqft","Abu Hail, Deira"
"55,000",12900 sqft,"Azizi Orchid, Al Furjan"
"56,000",12495 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"85,000","331,860 sqft","Abu Hail, Deira"
"55,000",12900 sqft,"Azizi Orchid, Al Furjan"
"56,000",12495 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"79,999",11513 sqft,"Vera Residences, Business Bay"
"120,000","341,878 sqft",Al Hudaiba
"80,000","121,094 sqft","Jumeirah 1, Jumeirah"
"78,000","221,300 sqft",Sheikh Zayed Road
"129,000","231,600 sqft","Green Lakes 3, JLT Cluster S (Green Lake Towers), Jumeirah Lake Towers (JLT)"
"53,000",12900 sqft,"Al Karama Building, Al Karama"
"72,000","231,600 sqft","Al Karama Building, Al Karama"
"110,000","342,000 sqft","Al Barsha 1, Al Barsha"
"31,998",12698 sqft,"BNH Smart Tower, Phase 2, International City"
"25,000",01350 sqft,"Al Raffa, Bur Dubai"
"80,000","21,045 sqft","Creek Gate Tower 2, Creek Gate Creek Harbour, The Lagoons"
"50,000",12810 sqft,"Oxford Building, JVC District 14, Jumeirah Village Circle (JVC)"
"40,000",12850 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"100,000","341,498 sqft","Safi 1, Safi Apartments, Town Square"
"35,999","121,000 sqft","Warsan 4, Al Warsan"
"129,999","231,185 sqft","Paramount Hotel & Residences, Business Bay"
"33,000",01320 sqft,"Al Hamriya Building, Al Hamriya, Bur Dubai"
"56,999","331,850 sqft","Abu Hail, Deira"
"63,000",12700 sqft,"Lucky 1 Residences, JVC District 13, Jumeirah Village Circle (JVC)"
"63,000",12700 sqft,"Lucky 1 Residences, JVC District 13, Jumeirah Village Circle (JVC)"
"58,000","231,595 sqft","Al Nahda 1, Al Nahda (Dubai)"
"22,999",01483 sqft,"France Cluster, International City"
"22,000",01370 sqft,Dubai Production City (IMPZ)
"66,990","231,149 sqft","Art 8, Barsha Heights (Tecom)"
"46,000","231,290 sqft","Al Nahda 1, Al Nahda (Dubai)"
"42,999","221,470 sqft","Abu Hail, Deira"
"64,999",11920 sqft,"Al Arta 1, Al Arta, The Greens"
"93,000",23804 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"33,000",12800 sqft,"Classic Apartments, Central Business District, International City"
"42,000",12750 sqft,"Burj Al khair, Arjan"
"105,000","331,760 sqft",Arabian Gates Silicon Oasis
"35,000",12910 sqft,Al Warsan
"24,999",01355 sqft,"Silicon Gates 1, Silicon Gates Silicon Oasis"
"56,000",12800 sqft,"Rigga Road, Al Rigga, Deira"
"70,000","342,127 sqft","Al Nahda 2, Al Nahda (Dubai)"
"36,000",01412 sqft,"Bayt Al Muteena 01, Al Muteena, Deira"
"150,000","231,403 sqft","The Residence 6, The Residences, Downtown Dubai"
"50,000",12900 sqft,"Al Mankhool, Bur Dubai"
"69,999","231,550 sqft","Al Fahad Tower 2, Barsha Heights (Tecom)"
"110,000","231,411 sqft",Marina Crown Marina
"63,000",12700 sqft,"Lucky 1 Residences, JVC District 13, Jumeirah Village Circle (JVC)"
"65,000","221,500 sqft","Abu Hail, Deira"
"89,999","121,100 sqft","Nassima Tower, Sheikh Zayed Road"
"49,999","231,500 sqft","Warsan 4, Al Warsan"
"50,000","121,000 sqft","Al Asmawi Building, Barsha Heights (Tecom)"
"50,000","121,000 sqft","Al Asmawi Building, Barsha Heights (Tecom)"
"41,999",12820 sqft,"Burj View Residence, Arjan"
"158,000","443,400 sqft","Golden Sands 4, Al Mankhool, Bur Dubai"
"85,000",12896 sqft,Marina Sail Marina
"145,000","121,372 sqft","Amber, Tiara Residences, Palm Jumeirah"
"40,000",12645 sqft,"Dania 3, Dania District, Midtown Production City (IMPZ)"
"65,000","221,300 sqft","Jumeirah Garden City, Al Satwa"
"67,000","331,238 sqft","Al Qusais Residential Area, Al Qusais"
"120,000","221,127 sqft","Creekside 18 Tower A, Creekside 18 Creek Harbour, The Lagoons"
"55,000","221,330 sqft","Abu Hail, Deira"
"43,000",11890 sqft,"Abu Hail, Deira"
"75,000","231,630 sqft","Al Muraqqabat, Deira"
"60,000","231,495 sqft","Al Nahda 2, Al Nahda (Dubai)"
"55,000","221,600 sqft","Abu Hail Road, Abu Hail, Deira"
"65,000","231,250 sqft","Al Noor Tower 2, Barsha Heights (Tecom)"
"90,000","342,200 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"31,000",11711 sqft,"Lakeside Tower C, Lakeside Production City (IMPZ)"
"75,000","221,323 sqft","Binghatti Avenue, Al Jaddaf"
"43,000","221,400 sqft","Abu Hail Road, Abu Hail, Deira"
"45,000",12825 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"41,200",12786 sqft,Dubai Silicon Oasis
"53,000","221,250 sqft","Al Thamam 13, Al Thamam, Remraam"
"61,399","231,195 sqft","Al Karama Building, Al Karama"
"26,999",01500 sqft,"Abu Hail, Deira"
"61,399","231,195 sqft","Al Karama Building, Al Karama"
"26,999",01500 sqft,"Abu Hail, Deira"
"49,999",12800 sqft,"Al Moosawi Oriental, Barsha Heights (Tecom)"
"72,000","332,100 sqft","Al Muteena, Deira"
"55,000","231,600 sqft","Olympic Park 4, Olympic Park Sports City"
"44,000",12649 sqft,"Bayt Al Muteena 04, Al Muteena, Deira"
"24,000",01484 sqft,"Spain Cluster, International City"
"39,000",01402 sqft,Dubai Marina
"36,998",11850 sqft,"Warsan 4, Al Warsan"
"90,000",11709 sqft,"Blakely Tower, Park Island Marina"
"75,000","231,350 sqft","Andalus Plaza 4, Al Mankhool, Bur Dubai"
"110,000","452,475 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"26,000",01300 sqft,"Al Ghubaiba, Bur Dubai"
"67,999","231,350 sqft","Geepas Tower, Arjan"
"48,000",12850 sqft,"Al Hamriya, Bur Dubai"
"43,000",12882 sqft,"Building 80, Mediterranean, Discovery Gardens"
"66,999","221,400 sqft","Jumeirah Garden City, Al Satwa"
"41,997","121,000 sqft","Warsan 4, Al Warsan"
"64,999","231,500 sqft","Al Barsha 1, Al Barsha"
"70,000","231,250 sqft","Al Barsha 1, Al Barsha"
"94,999","231,300 sqft","Lakeside Residence, JLT Cluster A, Jumeirah Lake Towers (JLT)"
"115,000","342,300 sqft","Style Building, Al Mankhool, Bur Dubai"
"51,900","221,650 sqft","Abu Hail, Deira"
"60,000","11,000 sqft","Al Barsha 1, Al Barsha"
"44,999",01540 sqft,"Millennium Binghatti Residences, Business Bay"
"40,000",11590 sqft,"Murano Residences 1, Murano Residences, Al Furjan"
"42,500","111,107 sqft","Building 20, Zen Cluster, Discovery Gardens"
"110,000",11756 sqft,"La Cote, Port De La Mer, La Mer, Jumeirah"
"72,000","332,000 sqft","Al Muteena, Deira"
"74,900","231,560 sqft","Jumeirah Garden City, Al Satwa"
"97,000","342,300 sqft","RS Residence, Al Mankhool, Bur Dubai"
"56,000","231,250 sqft","Mazaya 32, Queue Point, Liwan"
"45,000",12850 sqft,Dubai Silicon Oasis
"66,990","231,150 sqft","Art 8, Barsha Heights (Tecom)"
"48,999",11680 sqft,Al Barsha
"130,000","221,249 sqft",World Trade Centre
"68,000","221,400 sqft","Al Mankhool, Bur Dubai"
"30,000",12750 sqft,"France Cluster, International City"
"44,999",11800 sqft,"Yas 1, Barsha Heights (Tecom)"
"104,000","31,550 sqft","Manazel Al Barsha, Al Barsha 1, Al Barsha"
"38,001",12975 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"47,999",12850 sqft,"Al Barsha 1, Al Barsha"
"75,000","231,600 sqft","Al Muraqqabat, Deira"
"44,990",11940 sqft,"Yas 1, Barsha Heights (Tecom)"
"189,990","342,313 sqft","Roda Al Murooj, Al Murooj Complex, DIFC"
"85,000","341,425 sqft","Binghatti Avenue, Al Jaddaf"
"33,000",01550 sqft,Al Nayli Building Silicon Oasis
"47,001","231,450 sqft","Al Nahda 2, Al Nahda (Dubai)"
"44,999",01600 sqft,"Elegance House, Barsha Heights (Tecom)"
"62,000","231,300 sqft","Siraj Building, Al Mankhool, Bur Dubai"
"87,399","331,750 sqft",Al Hudaiba
"75,000",12890 sqft,"Q Gardens, Arjan"
"75,000","241,447 sqft","Azizi Iris, Al Furjan"
"59,989","231,600 sqft","Al Nahda 2, Al Nahda (Dubai)"
"31,990",11800 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"40,000",12900 sqft,"Silicon Gates 1, Silicon Gates Silicon Oasis"
"70,000","221,550 sqft",Sheikh Zayed Road
"55,000","231,310 sqft",Al Mamzar
"56,000",12900 sqft,"Al Mankhool, Bur Dubai"
"24,980",01500 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"25,000",01400 sqft,Imperial Silicon Oasis
"49,000","221,167 sqft","Al Khail Gate Phase 2, Al Khail Gate, Al Quoz Industrial Area 2, Al Quoz Industrial Area, Al Quoz"
"46,000","221,400 sqft","Al Nahda 2, Al Nahda (Dubai)"
"125,000","121,108 sqft","The Neighbourhood, Al Barari"
"87,000","331,695 sqft","Binghatti Avenue, Al Jaddaf"
"38,980","221,680 sqft","Al Shawi Building Nahda, Al Nahda 2, Al Nahda (Dubai)"
"78,000","221,150 sqft",Al Barsha
"60,000",22968 sqft,"Zahra Apartments 2A, Zahra Apartments, Town Square"
"55,000",11900 sqft,"Al Mankhool Building, Al Mankhool, Bur Dubai"
"34,999","121,150 sqft","Al Nahda 2, Al Nahda (Dubai)"
"65,000",11475 sqft,"Reva Residences, Business Bay"
"125,000","341,625 sqft","Manazil Al Mankhool 01, Al Mankhool, Bur Dubai"
"41,999",01600 sqft,"Golden Sands 6, Al Mankhool, Bur Dubai"
"65,000","221,300 sqft","Al Karama Building, Al Karama"
"25,000",01320 sqft,"Silicon Gates 1, Silicon Gates Silicon Oasis"
"35,000",12767 sqft,Cricket Tower Sports City
"115,000","231,269 sqft",Marina Tower Marina
"59,999","231,507 sqft","Contemporary, Discovery Gardens"
"37,000",01500 sqft,"South Residences, JVC District 13, Jumeirah Village Circle (JVC)"
"72,000","231,358 sqft","Al Hamriya, Bur Dubai"
"37,980",12900 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"34,999",01450 sqft,"Al Barsha 1, Al Barsha"
"68,000","231,159 sqft","Al Hamriya, Bur Dubai"
"59,999","221,350 sqft","Al Barsha 1, Al Barsha"
"68,000","231,250 sqft",Barsha Heights (Tecom)
"36,900",12900 sqft,"Abu Hail, Deira"
"21,000",01470 sqft,"Emirates Cluster, International City"
"74,000",23945 sqft,"Manazil Al Raffa 01, Al Raffa, Bur Dubai"
"80,000",11750 sqft,"Marina View Tower A, Marina View Tower Marina"
"55,000",11900 sqft,"RS Residence, Al Mankhool, Bur Dubai"
"95,000","231,180 sqft","Manazil Al Mankhool 01, Al Mankhool, Bur Dubai"
"50,000",12850 sqft,Barsha Heights (Tecom)
"35,000",12900 sqft,"Al Warqaa 1, Al Warqaa"
"43,001","231,350 sqft","Al Nahda 1, Al Nahda (Dubai)"
"70,000","231,138 sqft","Al Muraqqabat, Deira"
"60,000",12880 sqft,"Gemini Splendor, Mohammed Bin Rashid City"
"70,000","231,138 sqft","Al Muraqqabat, Deira"
"60,000",12880 sqft,"Gemini Splendor, Mohammed Bin Rashid City"
"83,000","231,342 sqft","Widcombe House 1, Widcombe House, Uptown Motor City, Motor City"
"86,000","231,151 sqft","Manazil Al Raffa 01, Al Raffa, Bur Dubai"
"71,999",12750 sqft,Elite Residence Marina
"26,000",01500 sqft,"Universal Apartments, Central Business District, International City"
"45,000",12988 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"68,000",12782 sqft,"Manazil Al Raffa 01, Al Raffa, Bur Dubai"
"72,000",12858 sqft,"Manazil Al Mankhool 01, Al Mankhool, Bur Dubai"
"54,000",12793 sqft,"Al Hamriya, Bur Dubai"
"130,000","342,000 sqft",Barsha Heights (Tecom)
"170,000","231,530 sqft",Dubai Marina
"44,999",12850 sqft,"Al Barsha 1, Al Barsha"
"95,000","231,284 sqft","Manazil Al Mankhool 01, Al Mankhool, Bur Dubai"
"85,000",11748 sqft,"Mosela, The Views"
"85,000","342,500 sqft","Al Mankhool, Bur Dubai"
"60,000","231,410 sqft",Discovery Gardens
"90,000","221,149 sqft","Goldcrest Views 1, JLT Cluster V, Jumeirah Lake Towers (JLT)"
"115,000","453,071 sqft","Al Souk Al Kabeer Street, Al Souk Al Kabeer, Bur Dubai"
"50,000",12886 sqft,"Bayt Al Muteena 01, Al Muteena, Deira"
"50,000",12690 sqft,"Al Hamriya, Bur Dubai"
"72,000",12867 sqft,"Manazil Al Mankhool 01, Al Mankhool, Bur Dubai"
"58,000","211,100 sqft","Al Souk Al Kabeer, Bur Dubai"
"72,000",12845 sqft,"Manazil Al Mankhool 01, Al Mankhool, Bur Dubai"
"47,990","121,065 sqft","Rose 1, Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC)"
"45,000",12893 sqft,Dubai Silicon Oasis
"92,000","241,512 sqft",Al Garhoud
"22,000",01484 sqft,"England Cluster, International City"
"43,000",12674 sqft,"Safi 2, Safi Apartments, Town Square"
"58,000","231,350 sqft","Al Nahda 1, Al Nahda (Dubai)"
"45,000","121,000 sqft","Al Mashael Building, Barsha Heights (Tecom)"
"240,000","351,780 sqft","Vida Residence (The Hills), The Hills"
"70,000","221,130 sqft","Al Barsha South, Al Barsha"
"53,000","121,250 sqft","Al Muraqqabat, Deira"
"48,999",12870 sqft,"Al Moosawi Oriental, Barsha Heights (Tecom)"
"19,500",01212 sqft,"Shiba Towers Block E, Al Shiba Complex, Academic City"
"36,000",12800 sqft,"Hor Al Anz, Deira"
"129,999",12734 sqft,"Beach Vista 1, Beach Vista, EMAAR Beachfront Harbour"
"85,000","231,250 sqft","Meydan One, Meydan City"
"43,000","221,400 sqft","Abu Hail Road, Abu Hail, Deira"
"35,000",12850 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"72,000","331,450 sqft","Al Nahda 1, Al Nahda (Dubai)"
"32,000",01480 sqft,"Al Khail Heights, Al Quoz 4, Al Quoz"
"45,000",1965 sqft,"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC)"
"220,000","442,755 sqft","Sadaf 1, Sadaf, Jumeirah Beach Residence (JBR)"
"70,000","231,320 sqft","Masaken Al Muraqqabat 02, Al Muraqqabat, Deira"
"59,999","231,550 sqft","Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"33,999",11800 sqft,"CBD-E01, Central Business District, International City"
"59,999","231,550 sqft","Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"33,999",11800 sqft,"CBD-E01, Central Business District, International City"
"58,000",12930 sqft,"National Bonds Plaza, Barsha Heights (Tecom)"
"130,000","221,237 sqft",Al Habtoor Tower Marina
"26,000",01520 sqft,"Hor Al Anz, Deira"
"40,000",12825 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"170,000","342,161 sqft",23 Marina Marina
"30,000",01514 sqft,"O2 Tower, JVC District 14, Jumeirah Village Circle (JVC)"
"52,000",12807 sqft,"Masaken Al Muraqqabat 02, Al Muraqqabat, Deira"
"68,000","231,337 sqft","Al Muraqqabat, Deira"
"48,000",12696 sqft,"Al Muraqqabat, Deira"
"105,000","341,498 sqft","Safi 1, Safi Apartments, Town Square"
"45,990","231,600 sqft","Al Nahda 1, Al Nahda (Dubai)"
"27,000",01500 sqft,Dubai Residence Complex
"78,000","231,408 sqft","Masaken Al Muraqqabat 06, Al Muraqqabat, Deira"
"28,000",01451 sqft,"Rakayez DB1, Phase 2, Al Furjan"
"52,000",12793 sqft,"Masaken Al Muraqqabat 04, Al Muraqqabat, Deira"
"75,000",12850 sqft,Dubai Marina
"74,000","231,289 sqft","Masaken Al Muraqqabat 07, Al Muraqqabat, Deira"
"50,000","231,400 sqft",Dubailand
"55,000",12900 sqft,"Al Shaiba Tower B, Al Shaiba Tower, Barsha Heights (Tecom)"
"26,000",11478 sqft,"MAG 505, Mag 5 Boulevard South"
"58,999",11780 sqft,"Al Samar 4, Al Samar, The Greens"
"94,000","331,624 sqft","Masaken Al Muraqqabat 03, Al Muraqqabat, Deira"
"79,399","331,485 sqft",Al Karama
"61,399","221,136 sqft",Al Karama
"78,000",22945 sqft,"Manazil Al Raffa 01, Al Raffa, Bur Dubai"
"110,000","121,126 sqft","Central Park Residence Tower, Central Park Towers, DIFC"
"75,000","231,058 sqft","Blue Tower, Sheikh Zayed Road"
"67,000","221,200 sqft","Art 8, Barsha Heights (Tecom)"
"22,000",01484 sqft,International City
"70,000","121,180 sqft",ARY Marina View Marina
"44,999",11800 sqft,"Yas 1, Barsha Heights (Tecom)"
"160,000","121,096 sqft","Burj Khalifa, Downtown Dubai"
"49,000","121,249 sqft",The Gate Residence 1 Residence Complex
"54,000",12909 sqft,"Masaken Al Muraqqabat 03, Al Muraqqabat, Deira"
"42,490","121,160 sqft","Al Nahda 2, Al Nahda (Dubai)"
"39,999",12900 sqft,Dubai Residence Complex
"45,000",11782 sqft,"Binghatti Gate, JVC District 15, Jumeirah Village Circle (JVC)"
"68,000",12799 sqft,"Manazil Al Raffa 01, Al Raffa, Bur Dubai"
"43,000",12808 sqft,Dubai Silicon Oasis
"82,000","221,500 sqft","Masaken Al Mankhool 01, Al Mankhool, Bur Dubai"
"36,990","221,600 sqft","Al Nahda Tower, Al Nahda 2, Al Nahda (Dubai)"
"52,000",12768 sqft,"Masaken Al Muraqqabat 07, Al Muraqqabat, Deira"
"60,000",12922 sqft,"Masaken Al Muraqqabat 06, Al Muraqqabat, Deira"
"64,999",12863 sqft,Al Jaddaf
"85,000",12753 sqft,"Jumeirah 1, Jumeirah"
"70,000","231,463 sqft","Contemporary, Discovery Gardens"
"85,000",12753 sqft,"Jumeirah 1, Jumeirah"
"70,000","231,463 sqft","Contemporary, Discovery Gardens"
"38,000",01363 sqft,"Masaken Al Muraqqabat 04, Al Muraqqabat, Deira"
"24,000",01500 sqft,"Hor Al Anz, Deira"
"20,000",01470 sqft,"Morocco Cluster, International City"
"72,000",12760 sqft,"Euro Residence, Barsha Heights (Tecom)"
"110,000","442,475 sqft","Riggat Al Buteen, Deira"
"60,000","231,002 sqft","Zahra Apartments 1A, Zahra Apartments, Town Square"
"65,000",21800 sqft,"The Nook, Wasl Gate"
"35,999",01625 sqft,"Oud Metha, Bur Dubai"
"32,000",12782 sqft,"Spain Cluster, International City"
"45,000",12928 sqft,Majanland
"45,999","231,300 sqft","Al Nahda 1, Al Nahda (Dubai)"
"57,000",11750 sqft,"Al Alka 3, Al Alka, The Greens"
"110,000","231,300 sqft","Euro Residence, Barsha Heights (Tecom)"
"60,000","331,800 sqft","Al Nahda 1, Al Nahda (Dubai)"
"44,999",11801 sqft,"Yas 1, Barsha Heights (Tecom)"
"31,999",01459 sqft,"Building 49, Mediterranean, Discovery Gardens"
"35,000",01450 sqft,"Union Square, Deira"
"70,000","341,900 sqft","Al Nahda 2, Al Nahda (Dubai)"
"62,999",11485 sqft,Dubai Hills Estate
"150,000","221,403 sqft","The Residence 6, The Residences, Downtown Dubai"
"105,500","341,515 sqft","Manazel Al Barsha, Al Barsha 1, Al Barsha"
"135,000","221,600 sqft","Al Ghaf 1, Al Ghaf, The Greens"
"109,998","242,165 sqft","Oud Metha, Bur Dubai"
"35,999",11800 sqft,"Khalid Bin Waleed Road, Bur Dubai"
"68,000","231,300 sqft",Dubai Silicon Oasis
"30,000",12715 sqft,"T-05, Spain Cluster, International City"
"55,000","231,500 sqft","Al Nahda 1, Al Nahda (Dubai)"
"29,000",01540 sqft,"Burj View Residence, Arjan"
"65,000",12782 sqft,"Churchill Residence, Churchill Towers, Business Bay"
"45,000",12900 sqft,Dubai Silicon Oasis
"131,000","352,215 sqft","Blue Tower, Sheikh Zayed Road"
"61,999","221,233 sqft",Al Hudaiba
"50,000",12879 sqft,"Binghatti Gems, JVC District 12, Jumeirah Village Circle (JVC)"
"70,000","231,500 sqft","Al Muraqqabat, Deira"
"48,000",12800 sqft,"Art 8, Barsha Heights (Tecom)"
"99,998","332,000 sqft",Dubai Silicon Oasis
"35,000",12807 sqft,"Axis 3, Axis Residence Silicon Oasis"
"45,000",11790 sqft,"Al Mankhool, Bur Dubai"
"35,000",11575 sqft,"Al Dhabi Tower, Arjan"
"44,990",12900 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"32,000",12732 sqft,"England Cluster, International City"
"43,000",11535 sqft,"Wasl Crystal, Al Quoz 4, Al Quoz"
"54,990","231,460 sqft","Al Warqaa 1, Al Warqaa"
"95,000","231,556 sqft","Two Towers, Barsha Heights (Tecom)"
"59,999","231,300 sqft","Al Raffa, Bur Dubai"
"100,000","442,600 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"59,999","231,300 sqft","Al Raffa, Bur Dubai"
"100,000","442,600 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"60,000",12820 sqft,"JVC District 13, Jumeirah Village Circle (JVC)"
"65,000",12900 sqft,"Bahwan Tower, Al Barsha 1, Al Barsha"
"20,000",01520 sqft,"Emirates Cluster, International City"
"64,999",11817 sqft,"Lake Terrace, JLT Cluster D, Jumeirah Lake Towers (JLT)"
"48,000",12850 sqft,"Art 8, Barsha Heights (Tecom)"
"33,999",11900 sqft,"Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"75,000","221,791 sqft",Al Wahaland
"50,000",12900 sqft,Barsha Heights (Tecom)
"48,000",12900 sqft,"Rose 6, Barsha Heights (Tecom)"
"90,000","342,150 sqft","Teejan Building, Al Mankhool, Bur Dubai"
"49,000",12794 sqft,"Zen Cluster, Discovery Gardens"
